Code,Area,Year ending Dec 1995,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017
E02000294,Enfield 018,59978.72 ,59269.59 ,60263.34 ,60622.29 ,60375.99 ,63246.32 ,64390.07 ,66714.48 ,71221.01 ,73655.03 ,75384.97 ,77025.88 ,79328.52 ,80403.59 ,83300.12 ,85984.32 ,88006.98 ,90349.96 ,94506.07 ,99923.35 ,108956.18 ,113692.41 ,115372.87 ,118817.66 ,118826.00 ,121935.20 ,127272.77 ,131315.96 ,140424.11 ,149043.84 ,156345.36 ,166955.50 ,175748.07 ,178164.65 ,183273.99 ,186921.81 ,191305.71 ,194946.86 ,194939.03 ,194971.50 ,196519.76 ,196565.86 ,200157.08 ,201800.96 ,201386.01 ,205598.52 ,210653.42 ,216401.70 ,226610.85 ,230498.14 ,233810.39 ,234713.88 ,229541.98 ,222954.70 ,210773.69 ,206304.13 ,204321.78 ,205160.93 ,207285.27 ,211429.54 ,213883.78 ,212422.50 ,214263.38 ,206804.53 ,204031.13 ,204054.35 ,204091.84 ,208173.47 ,215776.57 ,220592.90 ,224246.12 ,225678.26 ,226622.13 ,233134.36 ,244260.68 ,255830.98 ,264866.58 ,273831.62 ,285800.92 ,298667.54 ,316033.08 ,331138.68 ,328579.32 ,335093.81 ,343939.26 ,339460.72 ,336830.96 ,340958.78 ,349635.45 
E02000295,Enfield 019,98685.16 ,100086.38 ,105556.80 ,106240.97 ,110760.14 ,114520.03 ,116846.74 ,121827.30 ,123628.20 ,122570.44 ,125303.02 ,121942.02 ,122572.91 ,126336.21 ,132050.08 ,134840.10 ,142682.29 ,152659.79 ,159719.00 ,175495.08 ,184397.47 ,181794.60 ,177200.60 ,180268.38 ,180325.11 ,188620.14 ,194130.85 ,202470.06 ,207375.24 ,211075.24 ,217400.14 ,226287.46 ,245971.85 ,248693.75 ,253950.58 ,256069.97 ,253467.18 ,250636.89 ,258843.56 ,256043.16 ,261852.27 ,261634.16 ,265727.38 ,278901.28 ,279218.75 ,280976.09 ,281793.69 ,289285.40 ,301861.24 ,309184.41 ,331149.59 ,337818.53 ,311848.20 ,303468.17 ,301986.80 ,293099.93 ,291949.79 ,308319.19 ,308647.11 ,303614.98 ,305968.79 ,298139.25 ,301690.61 ,317958.58 ,326225.57 ,326833.52 ,326811.92 ,337456.30 ,349951.89 ,352385.00 ,364723.02 ,352658.67 ,357940.79 ,370422.24 ,385004.80 ,401405.75 ,419210.37 ,431216.16 ,446861.30 ,467198.63 ,459640.41 ,474480.65 ,479277.89 ,494562.18 ,506993.04 ,493868.53 ,491604.76 ,485974.95 ,486192.46 
E02000296,Enfield 020,88204.02 ,90563.92 ,93911.51 ,93825.04 ,87778.59 ,86143.90 ,89573.03 ,96859.28 ,105383.85 ,109517.13 ,111201.32 ,109626.99 ,122520.19 ,122703.67 ,123392.20 ,130645.72 ,115630.00 ,125234.09 ,130809.57 ,134380.06 ,139130.40 ,137640.03 ,145786.46 ,156776.68 ,171280.39 ,174282.46 ,180488.42 ,198643.63 ,201278.59 ,208592.10 ,213909.58 ,209459.00 ,214396.83 ,214773.71 ,222673.27 ,230060.76 ,236513.61 ,248458.38 ,256923.13 ,256444.92 ,258694.03 ,255692.43 ,249524.01 ,238374.29 ,234253.96 ,236160.40 ,238514.94 ,258185.25 ,270396.91 ,278397.66 ,284600.87 ,274966.59 ,276330.38 ,264096.15 ,245813.11 ,261611.40 ,258748.38 ,269032.62 ,283463.03 ,278239.17 ,280022.65 ,282495.17 ,272739.69 ,268234.21 ,274324.67 ,267836.68 ,278657.38 ,291316.44 ,302662.31 ,307591.26 ,299893.21 ,302526.84 ,296105.20 ,301528.18 ,325689.96 ,321639.96 ,341649.44 ,356609.09 ,348947.18 ,380002.31 ,391375.26 ,415248.44 ,434700.70 ,444648.51 ,447950.63 ,450328.61 ,449354.98 ,451137.23 ,466544.00 
E02000297,Enfield 021,98031.95 ,95660.69 ,96836.08 ,98200.75 ,99960.49 ,103609.83 ,106120.80 ,111427.48 ,116411.67 ,118796.69 ,119468.37 ,124855.95 ,130855.72 ,128621.92 ,133772.68 ,134941.50 ,142310.79 ,148122.97 ,152383.14 ,161118.17 ,169205.53 ,173976.51 ,182835.89 ,194666.62 ,196517.70 ,205311.76 ,207460.28 ,218139.49 ,226827.09 ,226220.21 ,238262.64 ,248885.98 ,250673.72 ,256723.64 ,255061.34 ,261006.80 ,263828.12 ,266559.67 ,272619.50 ,265920.85 ,270370.87 ,280922.71 ,286218.52 ,287287.15 ,290533.40 ,295376.83 ,305370.33 ,328124.21 ,347879.59 ,360145.12 ,365413.48 ,352308.64 ,343122.30 ,310105.30 ,297034.48 ,293964.44 ,296693.22 ,310366.36 ,313483.75 ,325560.35 ,338292.65 ,336633.27 ,342542.58 ,332901.03 ,335994.67 ,332705.60 ,335732.24 ,340664.76 ,337492.68 ,341527.29 ,340043.89 ,366274.44 ,375229.88 ,377332.37 ,382375.34 ,378801.03 ,390339.86 ,396326.24 ,413481.47 ,421841.98 ,418922.79 ,442025.16 ,450773.52 ,469979.69 ,491064.12 ,493686.35 ,498984.70 ,496520.91 ,519475.43 
E02000298,Enfield 022,140690.15 ,136683.66 ,130157.71 ,127970.22 ,127471.95 ,127068.31 ,138586.54 ,148481.80 ,153550.46 ,160600.23 ,158255.10 ,165879.88 ,168758.55 ,179840.80 ,197135.94 ,199223.86 ,210351.48 ,219018.05 ,227710.04 ,257533.52 ,270168.15 ,282907.51 ,281042.84 ,278536.97 ,274133.67 ,267908.39 ,285745.51 ,292057.30 ,307607.02 ,326841.41 ,338303.16 ,355106.01 ,365979.06 ,358755.16 ,342255.95 ,349452.19 ,372450.64 ,393539.36 ,399974.41 ,396650.71 ,378222.11 ,377377.37 ,407373.92 ,447147.40 ,458406.47 ,466655.73 ,466132.95 ,457477.11 ,492772.31 ,493375.17 ,505805.87 ,525562.28 ,488333.36 ,479566.48 ,501927.40 ,466960.75 ,458288.97 ,469365.76 ,465991.33 ,498511.88 ,583062.67 ,597739.05 ,592376.00 ,570467.42 ,525255.63 ,469666.36 ,484203.33 ,499261.38 ,457278.49 ,454328.63 ,424116.50 ,454091.91 ,508024.13 ,553617.89 ,580550.37 ,663518.23 ,669088.80 ,746886.04 ,769292.96 ,717561.69 ,743886.58 ,684100.94 ,720729.36 ,765543.47 ,766193.18 ,797101.38 ,806144.86 ,831598.56 ,889583.08 
E02000299,Enfield 023,54281.72 ,53818.53 ,54484.32 ,55890.03 ,56574.87 ,58017.85 ,59742.45 ,62092.88 ,63820.88 ,65186.43 ,66969.52 ,68905.48 ,72216.22 ,74969.37 ,76186.70 ,78564.17 ,79850.72 ,83200.49 ,86104.10 ,88998.97 ,95341.71 ,97984.30 ,101674.46 ,106139.37 ,108930.82 ,111819.55 ,116752.17 ,122586.32 ,131758.63 ,138327.88 ,146264.52 ,150441.13 ,155874.31 ,159258.57 ,161205.03 ,166001.96 ,171648.73 ,176653.87 ,183679.68 ,186404.42 ,182219.29 ,182712.60 ,179785.73 ,177279.47 ,182380.10 ,185413.18 ,191469.55 ,200611.82 ,204650.87 ,206712.07 ,207088.84 ,204874.60 ,198918.11 ,199381.16 ,201060.53 ,198822.86 ,194081.63 ,195342.11 ,191261.19 ,193006.49 ,198107.59 ,197654.93 ,200172.13 ,209897.54 ,209163.68 ,211163.82 ,208794.72 ,201568.54 ,195288.46 ,196700.00 ,193109.10 ,191038.08 ,204796.19 ,207858.56 ,222999.86 ,235149.24 ,247293.60 ,248566.85 ,256409.23 ,271308.37 ,272287.91 ,289382.95 ,292735.67 ,298793.26 ,313964.90 ,306032.05 ,322402.96 ,325386.27 ,326657.62 
E02000300,Enfield 024,53236.11 ,54895.42 ,57387.69 ,60913.12 ,61828.92 ,64091.82 ,65250.21 ,65802.94 ,64078.83 ,65014.66 ,66642.57 ,66745.25 ,71161.87 ,70398.86 ,74139.69 ,77168.81 ,79756.30 ,82619.66 ,84446.16 ,88357.62 ,89342.74 ,93620.31 ,93691.84 ,102817.78 ,105549.92 ,107322.23 ,112746.88 ,117001.77 ,125935.48 ,135553.05 ,142450.00 ,146568.20 ,152471.22 ,157100.57 ,161152.79 ,163648.48 ,168470.89 ,170928.36 ,172612.86 ,175401.84 ,172011.40 ,171108.24 ,173860.82 ,180960.52 ,187038.89 ,192371.07 ,199252.63 ,200422.19 ,208398.52 ,212249.67 ,211069.07 ,212101.38 ,203448.16 ,195610.70 ,192063.68 ,193010.37 ,199348.91 ,200466.81 ,197764.37 ,201032.20 ,192627.98 ,201258.84 ,206590.82 ,200085.58 ,207896.03 ,196520.95 ,200620.67 ,197695.00 ,193966.64 ,197267.75 ,196725.26 ,209017.23 ,211203.97 ,221096.21 ,221666.60 ,225730.71 ,235278.75 ,245330.11 ,260140.93 ,265066.91 ,291737.37 ,302281.93 ,296625.27 ,317764.93 ,310341.69 ,305345.73 ,324866.67 ,324925.83 ,319613.11 
E02000301,Enfield 025,46519.85 ,48055.43 ,48059.73 ,49504.01 ,51145.90 ,50451.73 ,54119.55 ,56908.15 ,57522.43 ,60536.59 ,61873.44 ,63428.80 ,65093.91 ,66224.01 ,64306.84 ,68296.82 ,71455.27 ,73604.62 ,77100.30 ,78735.93 ,81092.88 ,82226.76 ,92502.74 ,101038.21 ,107154.03 ,108619.16 ,114070.41 ,120829.54 ,123066.69 ,131073.51 ,136452.21 ,138300.72 ,141347.27 ,143316.75 ,143630.31 ,148751.32 ,153579.36 ,160865.91 ,164659.74 ,164212.14 ,164708.41 ,164147.27 ,165821.55 ,163667.88 ,164142.82 ,167798.11 ,170955.82 ,177200.68 ,186341.84 ,187586.16 ,189292.01 ,193362.15 ,178529.36 ,173798.71 ,166747.74 ,155327.90 ,161499.66 ,164088.24 ,175204.84 ,179714.13 ,185812.34 ,186854.68 ,180245.00 ,181486.94 ,171399.13 ,169357.19 ,170194.05 ,173036.95 ,180846.75 ,186137.60 ,190834.00 ,188822.11 ,181576.92 ,188827.76 ,196620.00 ,201095.26 ,211832.90 ,226876.18 ,234855.05 ,241377.50 ,254466.70 ,262281.12 ,278331.38 ,294444.78 ,291739.09 ,300687.50 ,289197.67 ,285954.55 ,312765.31 
E02000302,Enfield 026,83798.26 ,81877.77 ,83992.65 ,84740.33 ,85858.50 ,86114.35 ,92097.41 ,96219.90 ,103575.55 ,109841.09 ,110761.76 ,113430.83 ,111407.50 ,113685.19 ,116326.36 ,119655.80 ,126412.93 ,129507.20 ,137744.21 ,145113.52 ,152179.44 ,155677.18 ,156831.78 ,167991.04 ,171169.90 ,172655.70 ,182375.16 ,187553.51 ,198335.16 ,209563.46 ,217792.32 ,235189.27 ,232929.49 ,231274.88 ,237497.52 ,233070.04 ,237945.41 ,242849.50 ,241800.45 ,245347.36 ,252441.82 ,254407.14 ,256459.92 ,264623.94 ,268539.58 ,271690.92 ,279396.83 ,278164.21 ,294376.01 ,299674.42 ,301677.49 ,296469.37 ,277056.52 ,262916.58 ,255131.47 ,262524.10 ,274090.83 ,285816.14 ,282718.55 ,305536.19 ,313953.03 ,311772.73 ,324085.19 ,316633.33 ,324245.45 ,317042.24 ,319419.33 ,322999.96 ,323197.02 ,328270.82 ,333922.55 ,338205.67 ,346012.40 ,354485.05 ,362794.52 ,373543.47 ,383271.67 ,398538.67 ,423678.42 ,456855.80 ,466851.01 ,476422.10 ,474669.69 ,466974.84 ,481751.49 ,492133.52 ,487483.29 ,503623.17 ,479418.24 
E02000303,Enfield 027,52837.01 ,55840.76 ,56897.39 ,53892.85 ,54835.12 ,54420.98 ,54478.96 ,58048.73 ,59061.20 ,59784.67 ,61205.42 ,61358.82 ,62701.06 ,65105.88 ,68178.00 ,72949.77 ,77587.11 ,82636.20 ,86820.28 ,91489.25 ,93149.15 ,91680.59 ,92458.49 ,93942.53 ,102682.81 ,111774.52 ,117238.76 ,124318.64 ,126159.06 ,134474.67 ,142575.16 ,149743.45 ,160664.29 ,162063.79 ,163027.12 ,163572.83 ,168067.67 ,174517.58 ,175838.81 ,185070.78 ,180460.51 ,178665.92 ,178551.79 ,176100.87 ,179936.85 ,182533.20 ,187736.53 ,189532.71 ,194888.91 ,200931.12 ,203152.26 ,201465.68 ,198701.67 ,188133.84 ,183449.07 ,195509.17 ,198535.09 ,190845.53 ,189126.43 ,178954.07 ,170050.73 ,182189.11 ,196001.43 ,209522.91 ,220833.00 ,217426.46 ,212306.02 ,213839.90 ,216669.90 ,213166.67 ,217448.72 ,215063.83 ,215215.67 ,221321.44 ,229350.17 ,246708.71 ,267978.24 ,271498.04 ,266821.10 ,260974.93 ,257891.52 ,281227.63 ,292817.75 ,313274.33 ,318345.35 ,305094.46 ,324737.38 ,330819.31 ,319621.49 
E02000304,Enfield 028,130383.29 ,128990.58 ,131901.45 ,133628.57 ,133132.57 ,142586.89 ,136633.68 ,142224.58 ,144970.01 ,145720.04 ,161616.83 ,163177.02 ,169412.05 ,168538.80 ,168488.52 ,184345.59 ,191340.64 ,203832.08 ,212965.70 ,223015.83 ,248450.23 ,257684.42 ,256788.06 ,262178.85 ,261099.63 ,266350.99 ,282561.01 ,295791.42 ,292332.11 ,295996.42 ,300978.50 ,301111.89 ,321785.09 ,343430.02 ,353624.14 ,377385.27 ,391378.29 ,396108.92 ,401041.30 ,380581.21 ,386031.50 ,372049.97 ,378115.83 ,394673.94 ,393683.95 ,399428.37 ,391536.54 ,422660.18 ,430629.18 ,447242.88 ,460437.39 ,434767.18 ,431163.42 ,378564.43 ,367506.80 ,337498.84 ,361094.11 ,385114.40 ,417015.43 ,448912.95 ,443326.85 ,467567.38 ,500726.11 ,487693.81 ,506753.64 ,509832.80 ,489969.61 ,502705.63 ,508995.22 ,504159.00 ,497430.16 ,546292.95 ,546604.71 ,544066.65 ,574329.04 ,579564.24 ,607183.44 ,623715.11 ,614524.51 ,653107.23 ,654859.63 ,735944.94 ,767477.72 ,773438.21 ,802737.60 ,777887.94 ,761788.69 ,753637.27 ,763733.23 
E02000305,Enfield 029,85508.86 ,80887.67 ,83416.13 ,86134.43 ,86001.69 ,88966.84 ,89960.10 ,96903.07 ,105721.84 ,108510.88 ,114801.27 ,116518.90 ,115165.20 ,118429.19 ,119048.60 ,125686.80 ,134530.80 ,139482.38 ,150006.62 ,155169.70 ,158387.37 ,168249.22 ,173097.42 ,178724.33 ,184350.70 ,184719.56 ,185335.98 ,198092.65 ,210619.65 ,217789.63 ,227244.68 ,232900.05 ,243893.67 ,248980.91 ,254358.24 ,253730.89 ,251494.25 ,250307.90 ,251556.38 ,264467.93 ,266976.77 ,272384.59 ,279000.84 ,278830.02 ,280907.59 ,284225.42 ,277766.26 ,305723.32 ,310430.14 ,315251.98 ,325737.03 ,303289.46 ,312268.40 ,317878.64 ,313027.59 ,309410.17 ,300395.63 ,295269.30 ,299037.57 ,303422.73 ,309469.44 ,311856.40 ,309317.47 ,313288.19 ,318610.83 ,313894.18 ,327321.41 ,333212.64 ,350957.36 ,372765.88 ,364662.93 ,385153.31 ,374985.07 ,370126.70 ,388995.53 ,405875.61 ,431276.27 ,444773.55 ,454977.94 ,476912.12 ,507077.23 ,546976.16 ,551420.59 ,565193.95 ,552888.80 ,549840.17 ,562053.63 ,551557.81 ,540450.41 
E02000306,Enfield 030,44919.23 ,44042.55 ,44538.61 ,44511.93 ,45450.39 ,51625.58 ,54774.68 ,55160.99 ,55491.07 ,54330.65 ,53884.17 ,55366.51 ,58808.33 ,58908.17 ,59568.52 ,62056.27 ,62952.83 ,65731.21 ,68928.27 ,73001.12 ,76471.03 ,76921.21 ,78409.37 ,86675.34 ,92547.07 ,93095.11 ,96594.93 ,103666.46 ,110994.62 ,117417.84 ,124530.26 ,128256.24 ,133731.05 ,143088.83 ,142196.67 ,144614.47 ,144172.70 ,142892.57 ,143813.35 ,146696.75 ,159319.54 ,165146.89 ,170064.69 ,170571.73 ,171838.47 ,171909.42 ,171588.54 ,171851.48 ,172639.73 ,176842.21 ,179125.17 ,181991.58 ,177240.23 ,173687.68 ,155193.43 ,153188.10 ,160347.50 ,158831.48 ,160562.50 ,151741.34 ,151375.44 ,151601.10 ,154140.66 ,161072.58 ,170671.43 ,173536.17 ,175094.41 ,177626.44 ,173664.03 ,172520.83 ,173505.26 ,171217.19 ,185805.13 ,191008.98 ,186951.79 ,192582.00 ,197445.69 ,196859.12 ,219899.30 ,221352.65 ,233220.47 ,252393.82 ,257066.35 ,282195.00 ,283259.89 ,284397.24 ,275421.05 ,263450.00 ,263924.09 
E02000307,Enfield 031,67014.04 ,66330.72 ,67129.34 ,68790.09 ,69733.04 ,71213.53 ,72029.23 ,72724.40 ,77686.44 ,80517.74 ,83176.14 ,86279.27 ,89196.60 ,89240.03 ,91516.36 ,93918.31 ,96256.99 ,99701.29 ,104681.34 ,113223.64 ,117536.49 ,121490.19 ,125299.87 ,126143.13 ,128765.78 ,134040.09 ,141603.49 ,149295.97 ,159656.00 ,169792.45 ,176409.93 ,186513.54 ,187973.84 ,185783.07 ,190908.31 ,195600.12 ,203706.01 ,206954.11 ,204730.37 ,201939.90 ,201260.24 ,210943.53 ,219030.16 ,223657.32 ,229894.20 ,231448.61 ,234039.72 ,239933.68 ,242832.23 ,243036.57 ,243712.86 ,237800.80 ,233901.03 ,222499.86 ,217088.16 ,215092.11 ,214312.90 ,221686.96 ,229788.41 ,242842.79 ,244902.99 ,240693.54 ,234166.42 ,218243.77 ,213583.64 ,219095.41 ,224283.58 ,235088.24 ,245314.71 ,242362.05 ,244942.18 ,254258.38 ,268815.36 ,278576.49 ,291913.22 ,293998.62 ,293090.51 ,299231.03 ,301281.79 ,320460.26 ,338145.06 ,351890.16 ,367952.37 ,370497.03 ,374145.87 ,370268.78 ,380429.00 ,385198.11 ,391224.89 
E02000308,Enfield 032,74490.82 ,76847.25 ,76349.75 ,77814.89 ,76271.22 ,81554.82 ,85769.02 ,88451.39 ,98255.24 ,97959.17 ,100794.97 ,105339.00 ,109848.32 ,112610.78 ,116084.51 ,115567.79 ,122226.22 ,126594.40 ,131950.99 ,146903.88 ,149134.55 ,151202.69 ,160149.15 ,164510.15 ,165858.35 ,171374.27 ,169584.27 ,174053.05 ,183458.48 ,186145.81 ,198020.76 ,204903.93 ,207852.03 ,207099.89 ,212854.48 ,225793.22 ,233482.63 ,247476.76 ,250661.04 ,252249.57 ,250871.27 ,249701.66 ,250657.19 ,259586.36 ,272915.89 ,285837.40 ,292802.49 ,300967.99 ,301079.00 ,299385.31 ,309540.93 ,294064.74 ,290491.53 ,278813.95 ,272398.75 ,270545.41 ,275214.57 ,288972.70 ,282266.74 ,292946.05 ,295216.67 ,292068.03 ,310653.79 ,312467.96 ,307081.96 ,302147.22 ,300522.67 ,310825.07 ,337807.74 ,346770.00 ,341000.36 ,324455.71 ,325002.03 ,345604.39 ,371910.32 ,418756.17 ,440201.81 ,434244.77 ,457368.12 ,479227.56 ,490038.49 ,517619.51 ,528591.91 ,519830.33 ,515767.92 ,515690.90 ,501836.11 ,532333.10 ,563227.35 
